Source,Target,Type,Kind,Id,Label,timeset,Weight
@thehatlessgirl,@itsmalbert,Directed,Mention,0,,<[2021-05-20T19:24:05.616Z]>,1
@thehatlessgirl,@itsmalbert,Directed,Retweet,1,,<[2021-05-20T19:24:05.671Z]>,1
@bbcbabyz,@eurovision,Directed,Mention,2,,<[2021-05-20T19:24:05.715Z]>,1
@bbcbabyz,@eurovision,Directed,Retweet,3,,<[2021-05-20T19:24:05.715Z]>,1
@_ghost_of_mars,@twidade_iucks,Directed,Mention,4,,<[2021-05-20T19:24:06.040Z]>,1
@_ghost_of_mars,@thisismaneskin,Directed,Quote,5,,<[2021-05-20T19:24:06.041Z]>,1
@_ghost_of_mars,@twidade_iucks,Directed,Retweet,6,,<[2021-05-20T19:24:06.041Z]>,1
@twidade_iucks,@thisismaneskin,Directed,Quote,7,,<[2021-05-20T19:24:06.041Z]>,1
@moo1231m,@escsaku,Directed,Mention,8,,<[2021-05-20T19:24:06.073Z]>,1
@moo1231m,@escsaku,Directed,Retweet,9,,<[2021-05-20T19:24:06.074Z]>,1
@marcos_0902,@canalmira,Directed,Mention,10,,<[2021-05-20T19:24:06.076Z]>,1
@marcos_0902,@canalmira,Directed,Retweet,11,,<[2021-05-20T19:24:06.077Z]>,1
@lutherhrgrvsbf,@kathrynyo,Directed,Mention,12,,<[2021-05-20T19:24:06.209Z]>,1
@lutherhrgrvsbf,@kathrynyo,Directed,Retweet,13,,<[2021-05-20T19:24:06.212Z]>,1
@mamarracheo2,@rodri_vicper,Directed,Mention,14,,<[2021-05-20T19:24:06.333Z]>,1
@mamarracheo2,@rodri_vicper,Directed,Retweet,15,,<[2021-05-20T19:24:06.336Z]>,1
@eeldwr,@opetalex,Directed,Mention,16,,<[2021-05-20T19:24:06.407Z]>,1
@eeldwr,@opetalex,Directed,Retweet,17,,<[2021-05-20T19:24:06.408Z]>,1
@riku_lupin,@itsmalbert,Directed,Mention,18,,<[2021-05-20T19:24:06.416Z]>,1
@riku_lupin,@itsmalbert,Directed,Retweet,19,,<[2021-05-20T19:24:06.417Z]>,1
@scaledandsoda,@eurovision,Directed,Mention,20,,"<[2021-05-20T19:24:06.435Z, 2021-05-20T19:24:09.753Z]>",2
@scaledandsoda,@eurovision,Directed,Retweet,21,,"<[2021-05-20T19:24:06.436Z, 2021-05-20T19:24:09.754Z]>",2
@nik_karani,@victorabadf1,Directed,Mention,22,,<[2021-05-20T19:24:06.451Z]>,1
@nik_karani,@victorabadf1,Directed,Retweet,23,,<[2021-05-20T19:24:06.452Z]>,1
@itssangokghost,@medinath_,Directed,Mention,24,,<[2021-05-20T19:24:06.503Z]>,1
@itssangokghost,@medinath_,Directed,Retweet,25,,<[2021-05-20T19:24:06.503Z]>,1
@setssuka,@itsmalbert,Directed,Mention,26,,<[2021-05-20T19:24:06.584Z]>,1
@setssuka,@itsmalbert,Directed,Retweet,27,,<[2021-05-20T19:24:06.585Z]>,1
@_sommer,@eurovision,Directed,Mention,28,,<[2021-05-20T19:24:06.622Z]>,1
@_sommer,@eurovision,Directed,Retweet,29,,<[2021-05-20T19:24:06.623Z]>,1
@depouvrefebe,@lievenscheire,Directed,Mention,30,,<[2021-05-20T19:24:06.675Z]>,1
@depouvrefebe,@lievenscheire,Directed,Retweet,31,,<[2021-05-20T19:24:06.676Z]>,1
@astraydoll,@lievenscheire,Directed,Mention,32,,<[2021-05-20T19:24:06.724Z]>,1
@astraydoll,@lievenscheire,Directed,Retweet,33,,<[2021-05-20T19:24:06.725Z]>,1
@suushier,@eurovisiondrink,Directed,Mention,34,,"<[2021-05-20T19:24:07.070Z, 2021-05-20T19:26:31.223Z, 2021-05-20T19:27:22.249Z]>",4
@suushier,@eurovision,Directed,Quote,35,,<[2021-05-20T19:24:07.072Z]>,1
@yellowacebts,@singularkth,Directed,Mention,36,,<[2021-05-20T19:24:07.143Z]>,1
@erwinho84,@nikkietutorials,Directed,Mention,37,,<[2021-05-20T19:24:07.215Z]>,1
@erwinho84,@residentevil,Directed,Mention,38,,<[2021-05-20T19:24:07.215Z]>,1
@erwinho84,@re_games,Directed,Mention,39,,<[2021-05-20T19:24:07.215Z]>,1
@glitchedmotion,@romyoly,Directed,Mention,40,,<[2021-05-20T19:24:07.261Z]>,1
@glitchedmotion,@romyoly,Directed,Retweet,41,,<[2021-05-20T19:24:07.262Z]>,1
@mrtrickett,@bbceurovision,Directed,Quote,42,,<[2021-05-20T19:24:07.393Z]>,1
@ottlepland,@iightuptheroom,Directed,Mention,43,,<[2021-05-20T19:24:07.474Z]>,1
@ottlepland,@iightuptheroom,Directed,Retweet,44,,<[2021-05-20T19:24:07.476Z]>,1
@vee_bookish,@bbceurovision,Directed,Mention,45,,<[2021-05-20T19:24:07.517Z]>,1
@vee_bookish,@bbceurovision,Directed,Retweet,46,,<[2021-05-20T19:24:07.518Z]>,1
@kamically,@tte1985,Directed,Mention,47,,<[2021-05-20T19:24:07.530Z]>,1
@kamically,@sergeylazarev,Directed,Mention,48,,<[2021-05-20T19:24:07.530Z]>,1
@kamically,@tte1985,Directed,Retweet,49,,<[2021-05-20T19:24:07.531Z]>,1
@tte1985,@sergeylazarev,Directed,Mention,50,,<[2021-05-20T19:24:07.531Z]>,1
@mun_child,@ffeduus,Directed,Mention,51,,<[2021-05-20T19:24:07.564Z]>,1
@mun_child,@ffeduus,Directed,Retweet,52,,<[2021-05-20T19:24:07.565Z]>,1
@jinnies_earth,@princxercize,Directed,Mention,53,,<[2021-05-20T19:24:07.566Z]>,1
@jinnies_earth,@princxercize,Directed,Retweet,54,,<[2021-05-20T19:24:07.566Z]>,1
@antdickinson,@hitscharming,Directed,Quote,55,,<[2021-05-20T19:24:07.567Z]>,1
@hitscharming,@bbceurovision,Directed,Mention,56,,<[2021-05-20T19:24:07.567Z]>,1
@agustkillme,@whoareyouwr,Directed,Mention,57,,<[2021-05-20T19:24:07.580Z]>,1
@agustkillme,@whoareyouwr,Directed,Retweet,58,,<[2021-05-20T19:24:07.580Z]>,1
@vicfalis,@ilcuoredilara,Directed,Mention,59,,<[2021-05-20T19:24:07.594Z]>,1
@vicfalis,@ilcuoredilara,Directed,Retweet,60,,<[2021-05-20T19:24:07.595Z]>,1
@daddy_gentleman,@eurovision,Directed,Mention,61,,"<[2021-05-20T19:24:07.678Z, 2021-05-20T19:27:38.086Z]>",2
@ma_ko9333,@eurovision,Directed,Quote,62,,<[2021-05-20T19:24:07.686Z]>,1
@xpeindremoi,@ilcuoredilara,Directed,Mention,63,,<[2021-05-20T19:24:07.697Z]>,1
@xpeindremoi,@ilcuoredilara,Directed,Retweet,64,,<[2021-05-20T19:24:07.697Z]>,1
@tragedy_21,@boottheories,Directed,Quote,65,,<[2021-05-20T19:24:07.745Z]>,1
@wajtingforlouis,@huertdeauteuil,Directed,Mention,66,,<[2021-05-20T19:24:08.158Z]>,1
@wajtingforlouis,@huertdeauteuil,Directed,Retweet,67,,<[2021-05-20T19:24:08.159Z]>,1
@itsmaraki_,@taniatheod,Directed,Mention,68,,<[2021-05-20T19:24:08.325Z]>,1
@itsmaraki_,@taniatheod,Directed,Retweet,69,,<[2021-05-20T19:24:08.325Z]>,1
@sowwk,@commonescgirl,Directed,Mention,70,,<[2021-05-20T19:24:08.496Z]>,1
@sowwk,@commonescgirl,Directed,Retweet,71,,<[2021-05-20T19:24:08.497Z]>,1
@ms_alenko,@commonescgirl,Directed,Mention,72,,<[2021-05-20T19:24:08.521Z]>,1
@ms_alenko,@commonescgirl,Directed,Retweet,73,,<[2021-05-20T19:24:08.521Z]>,1
@divetina2,@toestxrasno,Directed,Mention,74,,<[2021-05-20T19:24:08.653Z]>,1
@divetina2,@toestxrasno,Directed,Retweet,75,,<[2021-05-20T19:24:08.653Z]>,1
@ihuggylouis,@baddieenialll,Directed,Mention,76,,<[2021-05-20T19:24:08.655Z]>,1
@aebezibre,@eurovision,Directed,Quote,77,,<[2021-05-20T19:24:08.762Z]>,1
@mrstheelvy,@bbceurovision,Directed,Mention,78,,<[2021-05-20T19:24:08.780Z]>,1
@eduupzz,@robitchto,Directed,Mention,79,,<[2021-05-20T19:24:09.040Z]>,1
@eduupzz,@robitchto,Directed,Retweet,80,,<[2021-05-20T19:24:09.040Z]>,1
@andreaercoles,@matteobordone,Directed,Mention,81,,<[2021-05-20T19:24:09.130Z]>,1
@andreaercoles,@lmisculin,Directed,Mention,82,,<[2021-05-20T19:24:09.130Z]>,1
@andreaercoles,@stefanovizio,Directed,Mention,83,,<[2021-05-20T19:24:09.130Z]>,1
@andreaercoles,@giuliabalducci,Directed,Mention,84,,<[2021-05-20T19:24:09.130Z]>,1
@ita99,@jtlovell1979,Directed,Mention,85,,<[2021-05-20T19:24:09.147Z]>,1
@ull3far,@ole12points,Directed,Mention,86,,<[2021-05-20T19:24:09.167Z]>,1
@puppypowell,@bbceurovision,Directed,Mention,87,,<[2021-05-20T19:24:09.200Z]>,1
@_pablooag,@intoitzi,Directed,Mention,88,,<[2021-05-20T19:24:09.278Z]>,1
@_pablooag,@intoitzi,Directed,Retweet,89,,<[2021-05-20T19:24:09.279Z]>,1
@anthropic,@bbceurovision,Directed,Quote,90,,<[2021-05-20T19:24:09.381Z]>,1
@mjmackowiak,@klimczok,Directed,Mention,91,,<[2021-05-20T19:24:09.404Z]>,1
@veritatisvis,@eurovision,Directed,Quote,92,,<[2021-05-20T19:24:09.547Z]>,1
@cyberhold,@raghadm48,Directed,Mention,93,,<[2021-05-20T19:24:09.591Z]>,1
@cyberhold,@raghadm48,Directed,Retweet,94,,<[2021-05-20T19:24:09.591Z]>,1
@marilariii,@twidade_iucks,Directed,Mention,95,,<[2021-05-20T19:24:09.636Z]>,1
@marilariii,@twidade_iucks,Directed,Retweet,96,,<[2021-05-20T19:24:09.638Z]>,1
@fufiwho,@commonescgirl,Directed,Mention,97,,<[2021-05-20T19:24:09.677Z]>,1
@fufiwho,@commonescgirl,Directed,Retweet,98,,<[2021-05-20T19:24:09.678Z]>,1
@nyakalko,@renyrenner,Directed,Mention,99,,<[2021-05-20T19:24:09.700Z]>,1
@nyakalko,@renyrenner,Directed,Retweet,100,,<[2021-05-20T19:24:09.703Z]>,1
@frankdegeus,@eurovision,Directed,Mention,101,,<[2021-05-20T19:24:09.755Z]>,1
@frankdegeus,@sanderlantinga,Directed,Mention,102,,<[2021-05-20T19:24:09.755Z]>,1
@julia_442,@sad_huinya,Directed,Mention,103,,<[2021-05-20T19:24:09.985Z]>,1
@julia_442,@sad_huinya,Directed,Retweet,104,,<[2021-05-20T19:24:09.986Z]>,1
@momonsykes,@itsmalbert,Directed,Mention,105,,<[2021-05-20T19:24:10.155Z]>,1
@momonsykes,@itsmalbert,Directed,Retweet,106,,<[2021-05-20T19:24:10.156Z]>,1
@13littlemonkey,@euromovidas,Directed,Mention,107,,<[2021-05-20T19:24:10.214Z]>,1
@13littlemonkey,@euromovidas,Directed,Retweet,108,,<[2021-05-20T19:24:10.214Z]>,1
@cami_commenta,@beatriceratopa,Directed,Mention,109,,<[2021-05-20T19:24:10.240Z]>,1
@cami_commenta,@beatriceratopa,Directed,Retweet,110,,<[2021-05-20T19:24:10.242Z]>,1
@photosbyroel,@flamesofl0v,Directed,Mention,111,,<[2021-05-20T19:24:10.242Z]>,1
@photosbyroel,@flamesofl0v,Directed,Retweet,112,,<[2021-05-20T19:24:10.242Z]>,1
@canalmira,@lalachus3,Directed,Mention,113,,<[2021-05-20T19:24:10.317Z]>,1
@canalmira,@lalachus3,Directed,Retweet,114,,<[2021-05-20T19:24:10.318Z]>,1
@danielgwydion,@bronwenlewis_,Directed,Mention,115,,<[2021-05-20T19:24:10.324Z]>,1
@danielgwydion,@eurovision,Directed,Mention,116,,<[2021-05-20T19:24:10.324Z]>,1
@danielgwydion,@bbceurovision,Directed,Mention,117,,<[2021-05-20T19:24:10.324Z]>,1
@danielgwydion,@bronwenlewis_,Directed,Retweet,118,,<[2021-05-20T19:24:10.325Z]>,1
@bronwenlewis_,@eurovision,Directed,Mention,119,,"<[2021-05-20T19:24:10.325Z, 2021-05-20T19:26:10.644Z, 2021-05-20T19:27:13.936Z]>",3
@bronwenlewis_,@bbceurovision,Directed,Mention,120,,"<[2021-05-20T19:24:10.325Z, 2021-05-20T19:26:10.644Z, 2021-05-20T19:27:13.936Z]>",3
@auroracodiss,@ironl0ki,Directed,Mention,121,,<[2021-05-20T19:24:10.436Z]>,1
@auroracodiss,@ironl0ki,Directed,Retweet,122,,<[2021-05-20T19:24:10.436Z]>,1
@lamalanaaa,@trushadowhunter,Directed,Mention,123,,<[2021-05-20T19:24:10.463Z]>,1
@lamalanaaa,@trushadowhunter,Directed,Retweet,124,,<[2021-05-20T19:24:10.463Z]>,1
@eligrant_vegas,@eurovision,Directed,Mention,125,,<[2021-05-20T19:24:10.508Z]>,1
@malhxxx,@farronatic,Directed,Mention,126,,<[2021-05-20T19:24:10.555Z]>,1
@malhxxx,@farronatic,Directed,Retweet,127,,<[2021-05-20T19:24:10.555Z]>,1
@not_my_design,@commonescgirl,Directed,Mention,128,,<[2021-05-20T19:24:10.579Z]>,1
@not_my_design,@commonescgirl,Directed,Retweet,129,,<[2021-05-20T19:24:10.579Z]>,1
@keylajimnez,@carlsversus,Directed,Mention,130,,<[2021-05-20T19:24:10.615Z]>,1
@keylajimnez,@carlsversus,Directed,Retweet,131,,<[2021-05-20T19:24:10.616Z]>,1
@tips4punters,@eurovision,Directed,Mention,132,,"<[2021-05-20T19:24:10.634Z, 2021-05-20T19:28:02.172Z, 2021-05-20T19:28:18.501Z]>",3
@tips4punters,@bbceurovision,Directed,Mention,133,,"<[2021-05-20T19:24:10.634Z, 2021-05-20T19:28:02.172Z, 2021-05-20T19:28:18.501Z]>",3
@macahlu,@boottheories,Directed,Mention,134,,<[2021-05-20T19:24:10.697Z]>,1
@macahlu,@boottheories,Directed,Retweet,135,,<[2021-05-20T19:24:10.698Z]>,1
@jradulovstan,@ilcuoredilara,Directed,Mention,136,,<[2021-05-20T19:24:10.717Z]>,1
@jradulovstan,@ilcuoredilara,Directed,Retweet,137,,<[2021-05-20T19:24:10.718Z]>,1
@juandi_carbon,@eurovision,Directed,Mention,138,,"<[2021-05-20T19:24:10.772Z, 2021-05-20T19:24:32.547Z]>",3
@juandi_carbon,@eurovision,Directed,Retweet,139,,"<[2021-05-20T19:24:10.773Z, 2021-05-20T19:24:32.548Z]>",2
@sailorloki,@yleniaindenial,Directed,Mention,140,,<[2021-05-20T19:24:10.976Z]>,1
@sailorloki,@yleniaindenial,Directed,Retweet,141,,<[2021-05-20T19:24:10.976Z]>,1
@karencorpusc,@eurovision,Directed,Quote,142,,<[2021-05-20T19:24:10.995Z]>,1
@julie_nami145,@chikarayt,Directed,Mention,143,,<[2021-05-20T19:24:11.029Z]>,1
@julie_nami145,@chikarayt,Directed,Retweet,144,,<[2021-05-20T19:24:11.030Z]>,1
@stevemolk,@geraldinequinn,Directed,Mention,145,,<[2021-05-20T19:24:11.075Z]>,1
@stevemolk,@geraldinequinn,Directed,Retweet,146,,<[2021-05-20T19:24:11.076Z]>,1
@maityronnies,@imflrr,Directed,Quote,147,,<[2021-05-20T19:24:11.186Z]>,1
@llevadieresis,@commonescgirl,Directed,Mention,148,,<[2021-05-20T19:24:11.379Z]>,1
@llevadieresis,@commonescgirl,Directed,Retweet,149,,<[2021-05-20T19:24:11.380Z]>,1
@mik_ath,@greektrashgr,Directed,Mention,150,,<[2021-05-20T19:24:11.484Z]>,1
@mik_ath,@greektrashgr,Directed,Retweet,151,,<[2021-05-20T19:24:11.484Z]>,1
@angy_betty,@itsmalbert,Directed,Mention,152,,<[2021-05-20T19:24:11.528Z]>,1
@angy_betty,@itsmalbert,Directed,Retweet,153,,<[2021-05-20T19:24:11.529Z]>,1
@afcalice,@commonescgirl,Directed,Mention,154,,<[2021-05-20T19:24:11.538Z]>,1
@afcalice,@commonescgirl,Directed,Retweet,155,,<[2021-05-20T19:24:11.539Z]>,1
@cocklehocker,@hellofavillain,Directed,Mention,156,,<[2021-05-20T19:24:11.586Z]>,1
@cocklehocker,@hellofavillain,Directed,Retweet,157,,<[2021-05-20T19:24:11.586Z]>,1
@lietomesivan,@romyoly,Directed,Quote,158,,<[2021-05-20T19:24:11.715Z]>,1
@guldaliwerner,@sonkahvebukucu_,Directed,Mention,159,,<[2021-05-20T19:24:11.730Z]>,1
@guldaliwerner,@sonkahvebukucu_,Directed,Retweet,160,,<[2021-05-20T19:24:11.731Z]>,1
@hiddeheikoop,@tomduhemert,Directed,Mention,161,,<[2021-05-20T19:24:11.985Z]>,1
@hiddeheikoop,@tomduhemert,Directed,Retweet,162,,<[2021-05-20T19:24:11.986Z]>,1
@lordofanywhere,@gustavo_ebp,Directed,Mention,163,,<[2021-05-20T19:24:12.014Z]>,1
@lordofanywhere,@gustavo_ebp,Directed,Retweet,164,,<[2021-05-20T19:24:12.015Z]>,1
@wajtingforlouis,@parlotantoper,Directed,Mention,165,,<[2021-05-20T19:24:12.158Z]>,1
@wajtingforlouis,@parlotantoper,Directed,Retweet,166,,<[2021-05-20T19:24:12.159Z]>,1
@edser_4931381_,@jelenasck,Directed,Mention,167,,"<[2021-05-20T19:24:12.166Z, 2021-05-20T19:27:39.401Z]>",2
@edser_4931381_,@jelenasck,Directed,Retweet,168,,"<[2021-05-20T19:24:12.166Z, 2021-05-20T19:27:39.401Z]>",2
@muchwhittering,@bbceurovision,Directed,Mention,169,,<[2021-05-20T19:24:12.199Z]>,1
@muchwhittering,@bbceurovision,Directed,Retweet,170,,<[2021-05-20T19:24:12.199Z]>,1
@mewtwo_bot,@dramaticrothko,Directed,Mention,171,,<[2021-05-20T19:24:12.203Z]>,1
@mewtwo_bot,@dramaticrothko,Directed,Retweet,172,,<[2021-05-20T19:24:12.204Z]>,1
@geniuszzua,@royalnavvy,Directed,Mention,173,,<[2021-05-20T19:24:12.406Z]>,1
@geniuszzua,@royalnavvy,Directed,Retweet,174,,<[2021-05-20T19:24:12.407Z]>,1
@sevinjsafar,@eurovision,Directed,Mention,175,,"<[2021-05-20T19:24:12.418Z, 2021-05-20T19:28:10.319Z]>",2
@adedeldrama,@itsmalbert,Directed,Mention,176,,<[2021-05-20T19:24:12.532Z]>,1
@adedeldrama,@itsmalbert,Directed,Retweet,177,,<[2021-05-20T19:24:12.533Z]>,1
@pierozki_ruskie,@everyday_loser,Directed,Mention,178,,<[2021-05-20T19:24:12.610Z]>,1
@pierozki_ruskie,@everyday_loser,Directed,Retweet,179,,<[2021-05-20T19:24:12.612Z]>,1
@zamotrljak,@imstevan,Directed,Mention,180,,<[2021-05-20T19:24:12.642Z]>,1
@zamotrljak,@imstevan,Directed,Retweet,181,,<[2021-05-20T19:24:12.643Z]>,1
@ka3a4ok777,@mrrazzotta,Directed,Mention,182,,<[2021-05-20T19:24:12.713Z]>,1
@ka3a4ok777,@mrrazzotta,Directed,Retweet,183,,<[2021-05-20T19:24:12.714Z]>,1
@dreschy,@ilcuoredilara,Directed,Mention,184,,<[2021-05-20T19:24:12.815Z]>,1
@dreschy,@ilcuoredilara,Directed,Retweet,185,,<[2021-05-20T19:24:12.816Z]>,1
@bakker156,@ericennema,Directed,Mention,186,,<[2021-05-20T19:24:12.838Z]>,1
@bakker156,@itpolytburo,Directed,Mention,187,,<[2021-05-20T19:24:12.838Z]>,1
@iavrakinney,@evanschalamet,Directed,Mention,188,,<[2021-05-20T19:24:12.888Z]>,1
@iavrakinney,@evanschalamet,Directed,Retweet,189,,<[2021-05-20T19:24:12.889Z]>,1
@1502adele,@nientedeemeno,Directed,Mention,190,,<[2021-05-20T19:24:12.993Z]>,1
@1502adele,@nientedeemeno,Directed,Retweet,191,,<[2021-05-20T19:24:12.994Z]>,1
@panda_bellamy,@renyrenner,Directed,Mention,192,,<[2021-05-20T19:24:13.116Z]>,1
@panda_bellamy,@renyrenner,Directed,Retweet,193,,<[2021-05-20T19:24:13.117Z]>,1
@tyfoxray,@mrrazzotta,Directed,Mention,194,,<[2021-05-20T19:24:13.130Z]>,1
@tyfoxray,@mrrazzotta,Directed,Retweet,195,,<[2021-05-20T19:24:13.132Z]>,1
@olivetta_ao,@_luvmoon_,Directed,Mention,196,,<[2021-05-20T19:24:13.231Z]>,1
@olivetta_ao,@_luvmoon_,Directed,Retweet,197,,<[2021-05-20T19:24:13.233Z]>,1
@miratoiiou,@commonescgirl,Directed,Mention,198,,<[2021-05-20T19:24:13.260Z]>,1
@miratoiiou,@commonescgirl,Directed,Retweet,199,,<[2021-05-20T19:24:13.261Z]>,1
@lauragxmez,@abierkhatib,Directed,Mention,200,,<[2021-05-20T19:24:13.307Z]>,1
@lauragxmez,@abierkhatib,Directed,Retweet,201,,<[2021-05-20T19:24:13.308Z]>,1
@arneldo,@zaralarsson,Directed,Mention,202,,<[2021-05-20T19:24:13.428Z]>,1
@mamarracheo2,@emolneg,Directed,Mention,203,,<[2021-05-20T19:24:13.444Z]>,1
@mamarracheo2,@emolneg,Directed,Retweet,204,,<[2021-05-20T19:24:13.445Z]>,1
@_audaciousangel,@bbceurovision,Directed,Mention,205,,"<[2021-05-20T19:24:13.631Z, 2021-05-20T19:27:46.014Z]>",2
@amerikanizovan,@hurricane_srb,Directed,Mention,206,,<[2021-05-20T19:24:13.666Z]>,1
@amerikanizovan,@rareneedy,Directed,Mention,207,,<[2021-05-20T19:24:13.666Z]>,1
@littlemixftlodo,@ms_cassyy,Directed,Mention,208,,<[2021-05-20T19:24:13.686Z]>,1
@littlemixftlodo,@ms_cassyy,Directed,Retweet,209,,<[2021-05-20T19:24:13.687Z]>,1
@tawil,@anllo,Directed,Mention,210,,<[2021-05-20T19:24:13.992Z]>,1
@tawil,@anllo,Directed,Retweet,211,,<[2021-05-20T19:24:13.993Z]>,1
@f41ryh40,@commonescgirl,Directed,Mention,212,,<[2021-05-20T19:24:14.082Z]>,1
@f41ryh40,@commonescgirl,Directed,Retweet,213,,<[2021-05-20T19:24:14.082Z]>,1
@anna161514,@seccadur8,Directed,Mention,214,,"<[2021-05-20T19:24:14.085Z, 2021-05-20T19:25:41.440Z]>",2
@anna161514,@seccadur8,Directed,Retweet,215,,"<[2021-05-20T19:24:14.087Z, 2021-05-20T19:25:41.440Z]>",2
@canalmira,@euromovidas,Directed,Mention,216,,<[2021-05-20T19:24:14.124Z]>,1
@canalmira,@euromovidas,Directed,Retweet,217,,<[2021-05-20T19:24:14.125Z]>,1
@xamthi,@commonescgirl,Directed,Mention,218,,<[2021-05-20T19:24:14.142Z]>,1
@xamthi,@commonescgirl,Directed,Retweet,219,,<[2021-05-20T19:24:14.143Z]>,1
@cursebraincell,@eurovision,Directed,Quote,220,,<[2021-05-20T19:24:14.216Z]>,1
@nadije88,@0lds0ul_,Directed,Mention,221,,<[2021-05-20T19:24:14.301Z]>,1
@nadije88,@0lds0ul_,Directed,Retweet,222,,<[2021-05-20T19:24:14.302Z]>,1
@nene_joee,@commonescgirl,Directed,Mention,223,,<[2021-05-20T19:24:14.390Z]>,1
@nene_joee,@commonescgirl,Directed,Retweet,224,,<[2021-05-20T19:24:14.391Z]>,1
@kissed__byfire,@nyanya_leba,Directed,Mention,225,,"<[2021-05-20T19:24:14.531Z, 2021-05-20T19:24:30.048Z]>",2
@kissed__byfire,@nyanya_leba,Directed,Retweet,226,,"<[2021-05-20T19:24:14.532Z, 2021-05-20T19:24:30.049Z]>",2
@alexxx_dan,@commonescgirl,Directed,Mention,227,,<[2021-05-20T19:24:14.631Z]>,1
@alexxx_dan,@commonescgirl,Directed,Retweet,228,,<[2021-05-20T19:24:14.632Z]>,1
@ginny_skywalker,@diamondayn,Directed,Mention,229,,<[2021-05-20T19:24:14.647Z]>,1
@ginny_skywalker,@diamondayn,Directed,Retweet,230,,<[2021-05-20T19:24:14.647Z]>,1
@sujeto13,@sergiano_93,Directed,Mention,231,,<[2021-05-20T19:24:14.671Z]>,1
@sujeto13,@sergiano_93,Directed,Retweet,232,,<[2021-05-20T19:24:14.672Z]>,1
@eseorph,@commonescgirl,Directed,Mention,233,,<[2021-05-20T19:24:14.730Z]>,1
@eseorph,@commonescgirl,Directed,Retweet,234,,<[2021-05-20T19:24:14.731Z]>,1
@stelardvmer,@itsmalbert,Directed,Mention,235,,"<[2021-05-20T19:24:14.771Z, 2021-05-20T19:26:22.395Z]>",2
@stelardvmer,@itsmalbert,Directed,Retweet,236,,"<[2021-05-20T19:24:14.772Z, 2021-05-20T19:26:22.395Z]>",2
@darinazavr,@daria_geras,Directed,Mention,237,,<[2021-05-20T19:24:14.909Z]>,1
@darinazavr,@daria_geras,Directed,Retweet,238,,<[2021-05-20T19:24:14.909Z]>,1
@nyssablu,@huertdeauteuil,Directed,Mention,239,,<[2021-05-20T19:24:15.003Z]>,1
@nyssablu,@huertdeauteuil,Directed,Retweet,240,,<[2021-05-20T19:24:15.004Z]>,1
@camoolina,@namuplanet,Directed,Mention,241,,<[2021-05-20T19:24:15.024Z]>,1
@camoolina,@namuplanet,Directed,Retweet,242,,<[2021-05-20T19:24:15.025Z]>,1
@lillyjray,@eurovision,Directed,Mention,243,,<[2021-05-20T19:24:15.055Z]>,1
@lillyjray,@eurovision,Directed,Retweet,244,,<[2021-05-20T19:24:15.056Z]>,1
@asheisele,@eurovision,Directed,Quote,245,,<[2021-05-20T19:24:15.061Z]>,1
@beababic,@m2003esc,Directed,Mention,246,,<[2021-05-20T19:24:15.078Z]>,1
@beababic,@m2003esc,Directed,Retweet,247,,<[2021-05-20T19:24:15.079Z]>,1
@h0neyryd3r,@high5forever,Directed,Quote,248,,<[2021-05-20T19:24:15.098Z]>,1
@solomenceva2000,@unknown_lover__,Directed,Mention,249,,<[2021-05-20T19:24:15.105Z]>,1
@solomenceva2000,@unknown_lover__,Directed,Retweet,250,,<[2021-05-20T19:24:15.106Z]>,1
@knvweersterren,@roel_vdheijden,Directed,Quote,251,,<[2021-05-20T19:24:15.176Z]>,1
@hell_no_bitches,@vogulepoland,Directed,Mention,252,,<[2021-05-20T19:24:15.265Z]>,1
@hell_no_bitches,@vogulepoland,Directed,Retweet,253,,<[2021-05-20T19:24:15.266Z]>,1
@segawhisperer,@bbceurovision,Directed,Mention,254,,<[2021-05-20T19:24:15.272Z]>,1
@espressosaur,@kinglypse,Directed,Mention,255,,<[2021-05-20T19:24:15.497Z]>,1
@a_bad_decision,@allthisheaven2,Directed,Mention,256,,<[2021-05-20T19:24:15.539Z]>,1
@a_bad_decision,@allthisheaven2,Directed,Retweet,257,,<[2021-05-20T19:24:15.540Z]>,1
@demimadelon,@bbceurovision,Directed,Mention,258,,<[2021-05-20T19:24:15.561Z]>,1
@demimadelon,@bbceurovision,Directed,Retweet,259,,<[2021-05-20T19:24:15.562Z]>,1
@narancial0vebot,@yleniaindenial,Directed,Mention,260,,<[2021-05-20T19:24:15.583Z]>,1
@narancial0vebot,@yleniaindenial,Directed,Retweet,261,,<[2021-05-20T19:24:15.584Z]>,1
@edser_4931381_,@ed_emony,Directed,Mention,262,,<[2021-05-20T19:24:15.632Z]>,1
@edser_4931381_,@ed_emony,Directed,Retweet,263,,<[2021-05-20T19:24:15.633Z]>,1
@yuthepooh4a,@medinath_,Directed,Mention,264,,<[2021-05-20T19:24:15.636Z]>,1
@yuthepooh4a,@medinath_,Directed,Retweet,265,,<[2021-05-20T19:24:15.637Z]>,1
@escmemes,@kthejutokes,Directed,Mention,266,,<[2021-05-20T19:24:15.677Z]>,1
@escmemes,@kthejutokes,Directed,Retweet,267,,<[2021-05-20T19:24:15.677Z]>,1
@andresrguez,@naroh,Directed,Mention,268,,<[2021-05-20T19:24:16.113Z]>,1
@andresrguez,@naroh,Directed,Retweet,269,,<[2021-05-20T19:24:16.114Z]>,1
