Source,Target,Type,Kind,Id,Label,timeset,Weight
@damarguero_99,@casasola_89,Directed,Retweet,3842,,<[2021-05-20T19:26:10.502Z]>,1
@_gwenneg,@eurovision,Directed,Mention,3843,,"<[2021-05-20T19:26:10.579Z, 2021-05-20T19:28:38.085Z]>",2
@_gwenneg,@eurovision,Directed,Retweet,3844,,"<[2021-05-20T19:26:10.580Z, 2021-05-20T19:28:38.085Z]>",2
@bkopyto,@tomaszgolonko,Directed,Quote,3845,,<[2021-05-20T19:26:10.593Z]>,1
@pannaedits,@alisa06101,Directed,Mention,3846,,<[2021-05-20T19:26:10.642Z]>,1
@pannaedits,@alisa06101,Directed,Retweet,3847,,<[2021-05-20T19:26:10.642Z]>,1
@kemp_88,@bronwenlewis_,Directed,Quote,3848,,<[2021-05-20T19:26:10.644Z]>,1
@orlaithc_0306,@ilcuoredilara,Directed,Mention,3849,,<[2021-05-20T19:26:10.647Z]>,1
@orlaithc_0306,@ilcuoredilara,Directed,Retweet,3850,,<[2021-05-20T19:26:10.647Z]>,1
@vandoometa,@fenipek,Directed,Mention,3851,,<[2021-05-20T19:26:10.717Z]>,1
@vandoometa,@fenipek,Directed,Retweet,3852,,<[2021-05-20T19:26:10.717Z]>,1
@a_morais7,@joanamartinspt,Directed,Mention,3853,,<[2021-05-20T19:26:10.735Z]>,1
@a_morais7,@joanamartinspt,Directed,Retweet,3854,,<[2021-05-20T19:26:10.735Z]>,1
@alvaroslh,@lalachus3,Directed,Mention,3855,,<[2021-05-20T19:26:10.736Z]>,1
@alvaroslh,@lalachus3,Directed,Retweet,3856,,<[2021-05-20T19:26:10.736Z]>,1
@ariaange,@femilch,Directed,Mention,3857,,<[2021-05-20T19:26:10.754Z]>,1
@ariaange,@femilch,Directed,Retweet,3858,,<[2021-05-20T19:26:10.754Z]>,1
@claudiasoleado,@eurovision_esp,Directed,Mention,3859,,<[2021-05-20T19:26:10.764Z]>,1
@claudiasoleado,@eurovision_esp,Directed,Retweet,3860,,<[2021-05-20T19:26:10.764Z]>,1
@nicklasbrooklyn,@eurovision,Directed,Mention,3861,,"<[2021-05-20T19:26:11.127Z, 2021-05-20T19:26:18.255Z]>",2
@nicklasbrooklyn,@eurovision,Directed,Retweet,3862,,<[2021-05-20T19:26:11.127Z]>,1
@picaayune,@panosdotkom,Directed,Mention,3863,,<[2021-05-20T19:26:11.127Z]>,1
@picaayune,@panosdotkom,Directed,Retweet,3864,,<[2021-05-20T19:26:11.128Z]>,1
@takemetohell___,@anutka_zdes,Directed,Mention,3865,,<[2021-05-20T19:26:11.174Z]>,1
@takemetohell___,@anutka_zdes,Directed,Retweet,3866,,<[2021-05-20T19:26:11.174Z]>,1
@nefelipng,@ian_omrf,Directed,Mention,3867,,<[2021-05-20T19:26:11.190Z]>,1
@nefelipng,@ian_omrf,Directed,Retweet,3868,,<[2021-05-20T19:26:11.190Z]>,1
@y_karaman2961,@oguzoructd,Directed,Mention,3869,,<[2021-05-20T19:26:11.209Z]>,1
@y_karaman2961,@eurovision,Directed,Quote,3870,,<[2021-05-20T19:26:11.209Z]>,1
@y_karaman2961,@oguzoructd,Directed,Retweet,3871,,<[2021-05-20T19:26:11.209Z]>,1
@oguzoructd,@eurovision,Directed,Quote,3872,,<[2021-05-20T19:26:11.209Z]>,1
@nacho_uncharted,@itsmalbert,Directed,Mention,3873,,<[2021-05-20T19:26:11.211Z]>,1
@nacho_uncharted,@itsmalbert,Directed,Retweet,3874,,<[2021-05-20T19:26:11.211Z]>,1
@itswithahyphen,@marskiih,Directed,Mention,3875,,<[2021-05-20T19:26:11.228Z]>,1
@itswithahyphen,@marskiih,Directed,Retweet,3876,,<[2021-05-20T19:26:11.229Z]>,1
@anto_cs91,@euromovidas,Directed,Mention,3877,,<[2021-05-20T19:26:11.293Z]>,1
@anto_cs91,@euromovidas,Directed,Retweet,3878,,<[2021-05-20T19:26:11.293Z]>,1
@xbeginagainx,@vavvaoned,Directed,Mention,3879,,<[2021-05-20T19:26:11.465Z]>,1
@xbeginagainx,@vavvaoned,Directed,Retweet,3880,,<[2021-05-20T19:26:11.465Z]>,1
@gsgiannis_,@fernicv,Directed,Mention,3881,,<[2021-05-20T19:26:11.466Z]>,1
@gsgiannis_,@fernicv,Directed,Retweet,3882,,<[2021-05-20T19:26:11.466Z]>,1
@threedollarsart,@v_enouva,Directed,Mention,3883,,<[2021-05-20T19:26:11.481Z]>,1
@threedollarsart,@bts_twt,Directed,Mention,3884,,<[2021-05-20T19:26:11.481Z]>,1
@threedollarsart,@v_enouva,Directed,Retweet,3885,,<[2021-05-20T19:26:11.481Z]>,1
@lucacappaii,@srdrnuno,Directed,Mention,3886,,<[2021-05-20T19:26:11.554Z]>,1
@lucacappaii,@srdrnuno,Directed,Retweet,3887,,<[2021-05-20T19:26:11.554Z]>,1
@citizenworld__,@eurovision,Directed,Mention,3888,,<[2021-05-20T19:26:11.655Z]>,2
@citizenworld__,@eurovision,Directed,Retweet,3889,,<[2021-05-20T19:26:11.655Z]>,1
@kieliscalling,@sofareporter,Directed,Mention,3890,,<[2021-05-20T19:26:11.669Z]>,1
@kieliscalling,@sofareporter,Directed,Retweet,3891,,<[2021-05-20T19:26:11.669Z]>,1
@lafamedirahima,@fantasanremo,Directed,Mention,3892,,<[2021-05-20T19:26:11.681Z]>,1
@nina2776,@grafikervonost,Directed,Mention,3893,,<[2021-05-20T19:26:11.708Z]>,1
@anstweetert,@morrisjim,Directed,Quote,3894,,<[2021-05-20T19:26:12.003Z]>,1
@ingrid09599465,@onlycamiihb,Directed,Mention,3895,,<[2021-05-20T19:26:12.076Z]>,1
@ingrid09599465,@onlycamiihb,Directed,Retweet,3896,,<[2021-05-20T19:26:12.076Z]>,1
@scornflakegrrrl,@kreidy_b,Directed,Mention,3897,,<[2021-05-20T19:26:12.208Z]>,1
@scornflakegrrrl,@kreidy_b,Directed,Retweet,3898,,<[2021-05-20T19:26:12.209Z]>,1
@inamaskova,@viceanglais,Directed,Mention,3899,,<[2021-05-20T19:26:12.216Z]>,1
@inamaskova,@viceanglais,Directed,Retweet,3900,,<[2021-05-20T19:26:12.216Z]>,1
@fairytale51db,@abd_hajyahia,Directed,Mention,3901,,<[2021-05-20T19:26:12.243Z]>,1
@fairytale51db,@eurovision,Directed,Quote,3902,,<[2021-05-20T19:26:12.243Z]>,1
@fairytale51db,@abd_hajyahia,Directed,Retweet,3903,,<[2021-05-20T19:26:12.243Z]>,1
@escsaku,@johan_paisen,Directed,Mention,3904,,<[2021-05-20T19:26:12.480Z]>,1
@escsaku,@johan_paisen,Directed,Retweet,3905,,<[2021-05-20T19:26:12.480Z]>,1
@alecsweden,@helenaaaaadead,Directed,Mention,3906,,<[2021-05-20T19:26:12.481Z]>,1
@alecsweden,@helenaaaaadead,Directed,Retweet,3907,,<[2021-05-20T19:26:12.481Z]>,1
@andjelajokovic,@imshanereaction,Directed,Mention,3908,,<[2021-05-20T19:26:12.503Z]>,1
@andjelajokovic,@imshanereaction,Directed,Retweet,3909,,<[2021-05-20T19:26:12.503Z]>,1
@_luvmoon_,@pukiewiczz,Directed,Mention,3910,,<[2021-05-20T19:26:12.504Z]>,1
@_luvmoon_,@pukiewiczz,Directed,Retweet,3911,,<[2021-05-20T19:26:12.504Z]>,1
@cremelovin,@thisismaneskin,Directed,Mention,3912,,<[2021-05-20T19:26:12.578Z]>,1
@cremelovin,@stevievanzandt,Directed,Quote,3913,,<[2021-05-20T19:26:12.579Z]>,1
@cremelovin,@thisismaneskin,Directed,Retweet,3914,,<[2021-05-20T19:26:12.579Z]>,1
@lilianarteaga,@eleurovisivo,Directed,Mention,3915,,<[2021-05-20T19:26:12.580Z]>,1
@lilianarteaga,@eleurovisivo,Directed,Retweet,3916,,<[2021-05-20T19:26:12.581Z]>,1
@cosmostavros,@eurovision,Directed,Mention,3917,,<[2021-05-20T19:26:12.621Z]>,1
@cosmostavros,@eurovision,Directed,Retweet,3918,,<[2021-05-20T19:26:12.621Z]>,1
@iuripereira09,@sillyolddaniel,Directed,Mention,3919,,<[2021-05-20T19:26:12.714Z]>,1
@iuripereira09,@sillyolddaniel,Directed,Retweet,3920,,<[2021-05-20T19:26:12.715Z]>,1
@nadolls,@portaltracklist,Directed,Mention,3921,,<[2021-05-20T19:26:12.725Z]>,1
@stefaniacarini,@urlucon,Directed,Mention,3922,,<[2021-05-20T19:26:12.873Z]>,1
@stefaniacarini,@urlucon,Directed,Retweet,3923,,<[2021-05-20T19:26:12.874Z]>,1
@elizavetaj,@ilcuoredilara,Directed,Mention,3924,,<[2021-05-20T19:26:12.911Z]>,1
@elizavetaj,@ilcuoredilara,Directed,Retweet,3925,,<[2021-05-20T19:26:12.911Z]>,1
@chocolateelise_,@renyrenner,Directed,Mention,3926,,<[2021-05-20T19:26:12.983Z]>,1
@chocolateelise_,@renyrenner,Directed,Retweet,3927,,<[2021-05-20T19:26:12.983Z]>,1
@ciemnachmurka,@piekielneskoki,Directed,Mention,3928,,<[2021-05-20T19:26:13.045Z]>,1
@ciemnachmurka,@piekielneskoki,Directed,Retweet,3929,,<[2021-05-20T19:26:13.045Z]>,1
@marina_flou,@humo_ristas,Directed,Mention,3930,,<[2021-05-20T19:26:13.108Z]>,1
@marina_flou,@humo_ristas,Directed,Retweet,3931,,<[2021-05-20T19:26:13.108Z]>,1
@littlemixftlodo,@letyborr,Directed,Mention,3932,,<[2021-05-20T19:26:13.223Z]>,1
@littlemixftlodo,@letyborr,Directed,Retweet,3933,,<[2021-05-20T19:26:13.223Z]>,1
@sociallysteven,@senhitofficial,Directed,Mention,3934,,<[2021-05-20T19:26:13.224Z]>,1
@sociallysteven,@official_flo,Directed,Mention,3935,,<[2021-05-20T19:26:13.224Z]>,1
@sociallysteven,@bbceurovision,Directed,Quote,3936,,<[2021-05-20T19:26:13.224Z]>,1
@nicoloborsetto,@yleniaindenial,Directed,Mention,3937,,<[2021-05-20T19:26:13.263Z]>,1
@nicoloborsetto,@yleniaindenial,Directed,Retweet,3938,,<[2021-05-20T19:26:13.263Z]>,1
@jjk1when,@commonescgirl,Directed,Mention,3939,,<[2021-05-20T19:26:13.265Z]>,1
@jjk1when,@commonescgirl,Directed,Retweet,3940,,<[2021-05-20T19:26:13.265Z]>,1
@di_elle,@huertdeauteuil,Directed,Mention,3941,,<[2021-05-20T19:26:13.317Z]>,1
@di_elle,@huertdeauteuil,Directed,Retweet,3942,,<[2021-05-20T19:26:13.317Z]>,1
@ekebal,@eurovision,Directed,Mention,3943,,<[2021-05-20T19:26:13.445Z]>,1
@ekebal,@eurovision,Directed,Retweet,3944,,<[2021-05-20T19:26:13.445Z]>,1
@dimmanjr,@skandalomsusad,Directed,Mention,3945,,<[2021-05-20T19:26:13.446Z]>,1
@ryuuneedscoffee,@gagaxbts,Directed,Mention,3946,,<[2021-05-20T19:26:13.465Z]>,1
@ryuuneedscoffee,@gagaxbts,Directed,Retweet,3947,,<[2021-05-20T19:26:13.465Z]>,1
@kirarlgf,@defvjjong,Directed,Quote,3948,,<[2021-05-20T19:26:13.478Z]>,1
@defvjjong,@kirarlgf,Directed,Mention,3949,,<[2021-05-20T19:26:13.478Z]>,1
@sue1xxx,@mercemoreno95,Directed,Mention,3950,,<[2021-05-20T19:26:13.543Z]>,1
@sue1xxx,@mercemoreno95,Directed,Retweet,3951,,<[2021-05-20T19:26:13.543Z]>,1
@gastrogays,@scandipop,Directed,Mention,3952,,<[2021-05-20T19:26:13.702Z]>,1
@gastrogays,@scandipop,Directed,Retweet,3953,,<[2021-05-20T19:26:13.702Z]>,1
@porqueyolauval1,@maricopis,Directed,Mention,3954,,<[2021-05-20T19:26:13.705Z]>,1
@porqueyolauval1,@maricopis,Directed,Retweet,3955,,<[2021-05-20T19:26:13.705Z]>,1
@flanneldanvers,@damnyouhaught,Directed,Mention,3956,,<[2021-05-20T19:26:13.733Z]>,1
@flanneldanvers,@damnyouhaught,Directed,Retweet,3957,,<[2021-05-20T19:26:13.733Z]>,1
@croceirina,@_bblez,Directed,Mention,3958,,<[2021-05-20T19:26:13.751Z]>,1
@croceirina,@_bblez,Directed,Retweet,3959,,<[2021-05-20T19:26:13.751Z]>,1
@nikoskarras1998,@bbceurovision,Directed,Mention,3960,,<[2021-05-20T19:26:13.763Z]>,1
@nikoskarras1998,@bbceurovision,Directed,Retweet,3961,,<[2021-05-20T19:26:13.763Z]>,1
@m0nym0ny,@alv_ote,Directed,Mention,3962,,<[2021-05-20T19:26:13.919Z]>,1
@m0nym0ny,@alv_ote,Directed,Retweet,3963,,<[2021-05-20T19:26:13.919Z]>,1
@g_xciv,@rinaofbalkan,Directed,Mention,3964,,<[2021-05-20T19:26:13.996Z]>,1
@digital_cramps,@thisismaneskin,Directed,Mention,3965,,<[2021-05-20T19:26:14.042Z]>,1
@digital_cramps,@stevievanzandt,Directed,Quote,3966,,<[2021-05-20T19:26:14.043Z]>,1
@digital_cramps,@thisismaneskin,Directed,Retweet,3967,,<[2021-05-20T19:26:14.043Z]>,1
@auryxlou,@thisismaneskin,Directed,Mention,3968,,<[2021-05-20T19:26:14.305Z]>,1
@auryxlou,@stevievanzandt,Directed,Quote,3969,,<[2021-05-20T19:26:14.306Z]>,1
@auryxlou,@thisismaneskin,Directed,Retweet,3970,,<[2021-05-20T19:26:14.306Z]>,1
@0kolom,@eurofanchik,Directed,Mention,3971,,<[2021-05-20T19:26:14.436Z]>,1
@0kolom,@eurofanchik,Directed,Retweet,3972,,<[2021-05-20T19:26:14.436Z]>,1
@raonii,@soniaevanssonia,Directed,Mention,3973,,<[2021-05-20T19:26:14.450Z]>,1
@perky_nana,@scottygb,Directed,Quote,3974,,<[2021-05-20T19:26:14.512Z]>,1
@concertslove_,@lindaepinta_,Directed,Mention,3975,,<[2021-05-20T19:26:14.644Z]>,1
@concertslove_,@lindaepinta_,Directed,Retweet,3976,,<[2021-05-20T19:26:14.645Z]>,1
@blondieelisabet,@_bblez,Directed,Mention,3977,,<[2021-05-20T19:26:14.744Z]>,1
@blondieelisabet,@_bblez,Directed,Retweet,3978,,<[2021-05-20T19:26:14.745Z]>,1
@kessedi93,@renyrenner,Directed,Mention,3979,,<[2021-05-20T19:26:14.828Z]>,1
@kessedi93,@renyrenner,Directed,Retweet,3980,,<[2021-05-20T19:26:14.828Z]>,1
@banquetpapilio,@ilcuoredilara,Directed,Mention,3981,,<[2021-05-20T19:26:14.839Z]>,1
@banquetpapilio,@ilcuoredilara,Directed,Retweet,3982,,<[2021-05-20T19:26:14.839Z]>,1
@nobodybutyou92,@dadimakesmusic,Directed,Mention,3983,,<[2021-05-20T19:26:14.941Z]>,1
@nobodybutyou92,@dadimakesmusic,Directed,Retweet,3984,,<[2021-05-20T19:26:14.941Z]>,1
@betavulgaris9,@itsmwengo,Directed,Mention,3985,,<[2021-05-20T19:26:15.138Z]>,1
@betavulgaris9,@itsmwengo,Directed,Retweet,3986,,<[2021-05-20T19:26:15.138Z]>,1
@mattpoynton,@bbceurovision,Directed,Mention,3987,,<[2021-05-20T19:26:15.369Z]>,1
@just_jaga,@schlrsister,Directed,Mention,3988,,<[2021-05-20T19:26:15.408Z]>,1
@just_jaga,@schlrsister,Directed,Retweet,3989,,<[2021-05-20T19:26:15.408Z]>,1
@magisbored,@humo_ristas,Directed,Mention,3990,,<[2021-05-20T19:26:15.455Z]>,1
@magisbored,@humo_ristas,Directed,Retweet,3991,,<[2021-05-20T19:26:15.455Z]>,1
@sergiiopm_,@sergiano_93,Directed,Mention,3992,,<[2021-05-20T19:26:15.486Z]>,1
@sergiiopm_,@sergiano_93,Directed,Retweet,3993,,<[2021-05-20T19:26:15.487Z]>,1
@xoxocarrion,@lalachus3,Directed,Mention,3994,,<[2021-05-20T19:26:15.573Z]>,1
@xoxocarrion,@lalachus3,Directed,Retweet,3995,,<[2021-05-20T19:26:15.573Z]>,1
@rubymalvolio,@jonnymorris1973,Directed,Mention,3996,,<[2021-05-20T19:26:15.614Z]>,1
@rubymalvolio,@jonnymorris1973,Directed,Retweet,3997,,<[2021-05-20T19:26:15.614Z]>,1
@cutiejea1,@dadimakesmusic,Directed,Mention,3998,,<[2021-05-20T19:26:15.623Z]>,1
@cutiejea1,@dadimakesmusic,Directed,Retweet,3999,,<[2021-05-20T19:26:15.623Z]>,1
@etienne_of,@louisusbichon,Directed,Mention,4000,,<[2021-05-20T19:26:15.625Z]>,1
@etienne_of,@samanta_singer,Directed,Quote,4001,,<[2021-05-20T19:26:15.625Z]>,1
@samanta_singer,@eurovision,Directed,Mention,4002,,<[2021-05-20T19:26:15.625Z]>,2
@etienne_of,@louisusbichon,Directed,Retweet,4003,,<[2021-05-20T19:26:15.625Z]>,1
@louisusbichon,@samanta_singer,Directed,Quote,4004,,<[2021-05-20T19:26:15.625Z]>,1
@jacksl95,@scottygb,Directed,Mention,4005,,<[2021-05-20T19:26:15.676Z]>,1
@jacksl95,@scottygb,Directed,Retweet,4006,,<[2021-05-20T19:26:15.676Z]>,1
@joshxreid,@bbceurovision,Directed,Mention,4007,,<[2021-05-20T19:26:15.712Z]>,1
@antonioi_love17,@itsmalbert,Directed,Mention,4008,,<[2021-05-20T19:26:15.713Z]>,1
@antonioi_love17,@itsmalbert,Directed,Retweet,4009,,<[2021-05-20T19:26:15.714Z]>,1
@citypretzeldc,@bbceurovision,Directed,Mention,4010,,<[2021-05-20T19:26:15.752Z]>,1
@esmahsultan,@gd_palmer,Directed,Mention,4011,,<[2021-05-20T19:26:15.757Z]>,1
@esmahsultan,@gd_palmer,Directed,Retweet,4012,,<[2021-05-20T19:26:15.757Z]>,1
@kumardashian,@scottygb,Directed,Mention,4013,,<[2021-05-20T19:26:15.760Z]>,1
@kumardashian,@scottygb,Directed,Retweet,4014,,<[2021-05-20T19:26:15.760Z]>,1
@zvonejebote,@bebi966,Directed,Mention,4015,,<[2021-05-20T19:26:15.782Z]>,1
@dn_milkyway,@littleamunt,Directed,Mention,4016,,<[2021-05-20T19:26:15.911Z]>,1
@dn_milkyway,@littleamunt,Directed,Retweet,4017,,<[2021-05-20T19:26:15.911Z]>,1
@chapoupis,@eurovision,Directed,Mention,4018,,<[2021-05-20T19:26:15.994Z]>,1
@chapoupis,@eurovision,Directed,Retweet,4019,,<[2021-05-20T19:26:15.994Z]>,1
@faffaisinlove,@writerinthedavk,Directed,Mention,4020,,<[2021-05-20T19:26:15.999Z]>,1
@faffaisinlove,@writerinthedavk,Directed,Retweet,4021,,<[2021-05-20T19:26:15.999Z]>,1
@angellotsoflove,@nikkietutorials,Directed,Mention,4022,,<[2021-05-20T19:26:16.034Z]>,1
@angellotsoflove,@eurovision,Directed,Mention,4023,,<[2021-05-20T19:26:16.034Z]>,1
@angellotsoflove,@nikkietutorials,Directed,Retweet,4024,,<[2021-05-20T19:26:16.034Z]>,1
@nikkietutorials,@koninklijkhuis,Directed,Mention,4025,,"<[2021-05-20T19:26:16.034Z, 2021-05-20T19:26:45.548Z, 2021-05-20T19:26:58.445Z, 2021-05-20T19:28:00.371Z]>",5
@muurbloempje15,@thijsh16,Directed,Mention,4026,,<[2021-05-20T19:26:16.230Z]>,1
@muurbloempje15,@thijsh16,Directed,Retweet,4027,,<[2021-05-20T19:26:16.231Z]>,1
@europop123,@eurovision,Directed,Quote,4028,,<[2021-05-20T19:26:16.323Z]>,1
@mecagoenlapxta,@cristhianblue99,Directed,Quote,4029,,"<[2021-05-20T19:26:16.356Z, 2021-05-20T19:26:49.380Z, 2021-05-20T19:27:42.497Z]>",3
@paulavigo20,@alber_ab_94,Directed,Mention,4030,,<[2021-05-20T19:26:16.426Z]>,1
@paulavigo20,@alber_ab_94,Directed,Retweet,4031,,<[2021-05-20T19:26:16.426Z]>,1
@decapitedhead,@sanmiguel,Directed,Mention,4032,,<[2021-05-20T19:26:16.453Z]>,1
@decapitedhead,@eurovision,Directed,Quote,4033,,<[2021-05-20T19:26:16.454Z]>,1
@decapitedhead,@sanmiguel,Directed,Retweet,4034,,<[2021-05-20T19:26:16.454Z]>,1
@sanmiguel,@eurovision,Directed,Quote,4035,,<[2021-05-20T19:26:16.454Z]>,1
@saigepimmons,@eurovision,Directed,Mention,4036,,<[2021-05-20T19:26:16.484Z]>,1
@saigepimmons,@eurovision,Directed,Retweet,4037,,<[2021-05-20T19:26:16.484Z]>,1
@nick_kon777,@velvetlusia,Directed,Mention,4038,,<[2021-05-20T19:26:16.595Z]>,1
@nick_kon777,@velvetlusia,Directed,Retweet,4039,,<[2021-05-20T19:26:16.595Z]>,1
@kat_sim,@nicknickname11,Directed,Mention,4040,,<[2021-05-20T19:26:16.652Z]>,1
@kat_sim,@nicknickname11,Directed,Retweet,4041,,<[2021-05-20T19:26:16.652Z]>,1
@kmushustay,@eurovision,Directed,Mention,4042,,<[2021-05-20T19:26:16.679Z]>,1
@kmushustay,@eurovision,Directed,Retweet,4043,,<[2021-05-20T19:26:16.679Z]>,1
@davidna___,@eurovisionsm,Directed,Mention,4044,,<[2021-05-20T19:26:16.987Z]>,1
@davidna___,@eurovisionsm,Directed,Retweet,4045,,<[2021-05-20T19:26:16.987Z]>,1
@glendore,@jarrettreckse,Directed,Mention,4046,,<[2021-05-20T19:26:17.029Z]>,1
@glendore,@valerieaerts,Directed,Quote,4047,,<[2021-05-20T19:26:17.029Z]>,1
@glendore,@jarrettreckse,Directed,Retweet,4048,,<[2021-05-20T19:26:17.029Z]>,1
@jarrettreckse,@valerieaerts,Directed,Quote,4049,,<[2021-05-20T19:26:17.030Z]>,1
@namuplanet,@_hec4te_,Directed,Mention,4050,,<[2021-05-20T19:26:17.132Z]>,1
@namuplanet,@_hec4te_,Directed,Retweet,4051,,<[2021-05-20T19:26:17.132Z]>,1
@javi99ar,@angelmarynax,Directed,Mention,4052,,<[2021-05-20T19:26:17.162Z]>,1
@javi99ar,@angelmarynax,Directed,Retweet,4053,,<[2021-05-20T19:26:17.162Z]>,1
@theyefendi_,@nikkietutorials,Directed,Quote,4054,,<[2021-05-20T19:26:17.216Z]>,1
@awwlou_z,@kasparuknow,Directed,Mention,4055,,<[2021-05-20T19:26:17.231Z]>,1
@awwlou_z,@kasparuknow,Directed,Retweet,4056,,<[2021-05-20T19:26:17.231Z]>,1
@joaopmsf9,@ritamarrafadec,Directed,Mention,4057,,<[2021-05-20T19:26:17.257Z]>,1
@joaopmsf9,@ritamarrafadec,Directed,Retweet,4058,,<[2021-05-20T19:26:17.257Z]>,1
@_wilfredd,@rallyjef2,Directed,Mention,4059,,<[2021-05-20T19:26:17.312Z]>,1
@_wilfredd,@rallyjef2,Directed,Retweet,4060,,<[2021-05-20T19:26:17.314Z]>,1
@danseobs,@alber_ab_94,Directed,Mention,4061,,<[2021-05-20T19:26:17.395Z]>,1
@danseobs,@alber_ab_94,Directed,Retweet,4062,,<[2021-05-20T19:26:17.395Z]>,1
@eager_eyes_,@scottygb,Directed,Mention,4063,,<[2021-05-20T19:26:17.405Z]>,1
@eager_eyes_,@scottygb,Directed,Retweet,4064,,<[2021-05-20T19:26:17.405Z]>,1
@aleboucan,@carlsversus,Directed,Mention,4065,,<[2021-05-20T19:26:17.469Z]>,1
@aleboucan,@carlsversus,Directed,Retweet,4066,,<[2021-05-20T19:26:17.469Z]>,1
@turubupu,@itsmalbert,Directed,Mention,4067,,<[2021-05-20T19:26:17.470Z]>,1
@turubupu,@itsmalbert,Directed,Retweet,4068,,<[2021-05-20T19:26:17.471Z]>,1
@jaziadeath,@aronxavocado,Directed,Mention,4069,,<[2021-05-20T19:26:17.509Z]>,1
@jaziadeath,@aronxavocado,Directed,Retweet,4070,,<[2021-05-20T19:26:17.509Z]>,1
@elysiamacht,@thebonwitch,Directed,Quote,4071,,<[2021-05-20T19:26:17.538Z]>,1
@park_soomin5,@yleniaindenial,Directed,Mention,4072,,"<[2021-05-20T19:26:17.700Z, 2021-05-20T19:28:47.004Z]>",2
@park_soomin5,@yleniaindenial,Directed,Retweet,4073,,"<[2021-05-20T19:26:17.700Z, 2021-05-20T19:28:47.004Z]>",2
@1997jamesg,@bbceurovision,Directed,Mention,4074,,<[2021-05-20T19:26:17.713Z]>,1
@1997jamesg,@bbceurovision,Directed,Retweet,4075,,<[2021-05-20T19:26:17.713Z]>,1
@kelvinvos2,@davideerdmans,Directed,Mention,4076,,<[2021-05-20T19:26:17.727Z]>,1
@kelvinvos2,@rth1985,Directed,Quote,4077,,<[2021-05-20T19:26:17.727Z]>,1
@kelvinvos2,@davideerdmans,Directed,Retweet,4078,,<[2021-05-20T19:26:17.727Z]>,1
@davideerdmans,@rth1985,Directed,Quote,4079,,"<[2021-05-20T19:26:17.727Z, 2021-05-20T19:27:05.755Z]>",2
@alneyyy,@fernicv,Directed,Mention,4080,,<[2021-05-20T19:26:17.766Z]>,1
@alneyyy,@fernicv,Directed,Retweet,4081,,<[2021-05-20T19:26:17.766Z]>,1
@carolvenade,@eurovision,Directed,Mention,4082,,<[2021-05-20T19:26:17.776Z]>,1
@carolvenade,@eurovision,Directed,Retweet,4083,,<[2021-05-20T19:26:17.776Z]>,1
@nsall,@eurovision,Directed,Mention,4084,,<[2021-05-20T19:26:18.003Z]>,1
@nsall,@eurovision,Directed,Retweet,4085,,<[2021-05-20T19:26:18.003Z]>,1
@mmario93,@dolce_naxiss,Directed,Mention,4086,,<[2021-05-20T19:26:18.104Z]>,1
@mmario93,@dolce_naxiss,Directed,Retweet,4087,,<[2021-05-20T19:26:18.105Z]>,1
@tomasgrangamer2,@alber_ab_94,Directed,Quote,4088,,<[2021-05-20T19:26:18.170Z]>,1
@escmemes,@ilcuoredilara,Directed,Mention,4089,,"<[2021-05-20T19:26:18.270Z, 2021-05-20T19:26:39.412Z, 2021-05-20T19:28:17.540Z]>",3
@escmemes,@ilcuoredilara,Directed,Retweet,4090,,"<[2021-05-20T19:26:18.270Z, 2021-05-20T19:26:39.412Z, 2021-05-20T19:28:17.540Z]>",3
@westika_,@eurovision,Directed,Mention,4091,,"<[2021-05-20T19:26:18.303Z, 2021-05-20T19:26:28.595Z]>",2
@westika_,@eurovision,Directed,Retweet,4092,,"<[2021-05-20T19:26:18.303Z, 2021-05-20T19:26:28.595Z]>",2
@ritabites,@gould92,Directed,Mention,4093,,<[2021-05-20T19:26:18.333Z]>,1
@ritabites,@gould92,Directed,Retweet,4094,,<[2021-05-20T19:26:18.334Z]>,1
@roseyongie,@ilcuoredilara,Directed,Mention,4095,,<[2021-05-20T19:26:18.346Z]>,1
@roseyongie,@ilcuoredilara,Directed,Retweet,4096,,<[2021-05-20T19:26:18.346Z]>,1
@pandzister,@scottygb,Directed,Mention,4097,,<[2021-05-20T19:26:18.386Z]>,1
@pandzister,@scottygb,Directed,Retweet,4098,,<[2021-05-20T19:26:18.386Z]>,1
@froggysmile28,@thisismaneskin,Directed,Mention,4099,,<[2021-05-20T19:26:18.390Z]>,1
@froggysmile28,@stevievanzandt,Directed,Quote,4100,,<[2021-05-20T19:26:18.391Z]>,1
@froggysmile28,@thisismaneskin,Directed,Retweet,4101,,<[2021-05-20T19:26:18.391Z]>,1
@buntgezwitscher,@eurovision,Directed,Mention,4102,,<[2021-05-20T19:26:18.513Z]>,1
@sofareporter,@dadimakesmusic,Directed,Mention,4103,,<[2021-05-20T19:26:18.533Z]>,1
@sofareporter,@dadimakesmusic,Directed,Retweet,4104,,<[2021-05-20T19:26:18.533Z]>,1
@misssotonica,@alexogoth9,Directed,Mention,4105,,<[2021-05-20T19:26:18.534Z]>,1
@misssotonica,@alexogoth9,Directed,Retweet,4106,,<[2021-05-20T19:26:18.535Z]>,1
@sundanc00680473,@archduke011,Directed,Mention,4107,,<[2021-05-20T19:26:18.554Z]>,1
@sundanc00680473,@archduke011,Directed,Retweet,4108,,<[2021-05-20T19:26:18.554Z]>,1
